DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
1939-0017-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,Victoria (New South Wales),,,No,No,No,,5000,Km2,,,,1939,1,13,1939,1,13,71,,,3900,3900,,,,,,,4.430457951,,,2003-07-01,2025-09-04
1944-0028-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,Western District Victoria,,,No,No,No,,5000,Km2,,,,1944,,,1944,,,49,,,2100,2100,,,,,,,5.609788484,,,2003-07-01,2023-09-25
1955-0037-AUS,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,New South Wales,,,No,No,No,,,Km2,,,Hunter river,1955,2,23,1955,3,1,25,,15000,,15000,,,,,,,8.535527738,,,2003-07-01,2025-09-10
1967-0018-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,Hobart (Tasmania),,,Yes,No,No,,,Km2,,,,1967,2,7,1967,2,7,62,100,3000,,3100,,,,,68500,644147,10.63421099,,,2003-07-01,2023-09-25
1967-9012-AUS,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AUS,Australia,Australia and New Zealand,Oceania,South-East,,,No,No,No,,,Km2,,,,1967,,,1969,,,600,,,,,,,,,600000,5642168,10.63421099,,,2006-09-14,2025-03-06
1968-0080-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,New South Wales,,,Yes,No,No,,,Km2,,,,1968,11,,1968,11,,12,,1000,800,1800,,,,,1000,9018,11.08848066,,,2003-07-01,2023-09-25
1970-0109-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ada,AUS,Australia,Australia and New Zealand,Oceania,Queensland,,,No,No,No,,,Kph,,,,1970,1,,1970,1,,13,,,,,,,,,72475,585566,12.37691039,,,2003-07-01,2023-09-25
1971-0015-AUS,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"South Wales, Queensland, Victoria",,,No,No,No,,,Km2,,,,1971,2,9,1971,2,9,27,,,,,,,,,20000,154940,12.90822653,,,2003-07-01,2023-09-25
1971-0096-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Althea,AUS,Australia,Australia and New Zealand,Oceania,Townsville area (Queensland),,,No,No,No,,,Kph,,,,1971,12,24,1971,12,24,3,,,,,,,,,119219,923589,12.90822653,,,2003-07-01,2023-09-25
1973-0051-AUS,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Queensland, New South Wales",,,Yes,No,No,,,Km2,,,,1973,12,,1974,1,,12,,11000,1000,12000,,,,,71000,501620,14.15414734,,,2003-07-01,2023-09-25
1974-0061-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tracy,AUS,Australia,Australia and New Zealand,Oceania,Darwin,,,Yes,No,No,,,Kph,,,,1974,12,25,1974,12,25,65,640,45000,,45640,,,,,800000,5089427,15.71886237,,,2003-07-01,2023-09-25
1974-0091-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Wanda,AUS,Australia,Australia and New Zealand,Oceania,Brisbane (Queensland),,,No,No,No,,,Kph,,,,1974,1,,1974,1,,11,,,,,,,,,296717,1887649,15.71886237,,,2003-07-01,2023-09-25
1974-0096-AUS,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,Brisbane,,,No,No,No,,,Km2,,,,1974,1,,1974,1,,14,,,,,,,,,5972,37993,15.71886237,,,2003-07-01,2023-09-25
1974-9100-AUS,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AUS,Australia,Australia and New Zealand,Oceania,Central New South Wales,,,No,No,No,,45000,Km2,,,,1974,12,,1975,1,,,,,,,,,,,,,15.71886237,,,2006-02-13,2025-03-06
1976-0067-AUS,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,Queanreyan,,,No,No,No,,,Km2,,,,1976,10,,1976,10,,,,10000,,10000,,,,,,,18.14164401,,,2003-07-01,2023-09-25
1976-0131-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,Sydney,,,No,No,No,,,Kph,,,,1976,11,10,1976,11,10,,,,,,,,,,38024,209595,18.14164401,,,2003-07-01,2023-09-25
1976-9126-AUS,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AUS,Australia,Australia and New Zealand,Oceania,"Victoria, South Australia, Southern Inland New South Wales",,,No,No,No,,,Km2,,,,1976,,,1976,,,,,,,,,,,,,,18.14164401,,,2006-02-13,2025-03-06
1976-9127-AUS,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AUS,Australia,Australia and New Zealand,Oceania,Southwest of Western Australia,,,No,No,No,,,Km2,,,,1976,5,,1976,8,,,,,,,,,,,,,18.14164401,,,2006-02-13,2025-03-06
1977-0227-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"Blue Mountains, New South Wales",,,No,No,No,,,Km2,,,,1977,12,,1977,12,,3,,,,,,,,,2168,11221,19.32115691,,,2003-07-01,2023-09-25
1978-0049-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Alby,AUS,Australia,Australia and New Zealand,Oceania,Western,,,No,No,No,,,Kph,,,,1978,4,,1978,4,,5,,100,,100,,,,,1000000,4808721,20.79554994,,,2005-04-05,2023-09-25
1978-0198-AUS,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Sydney, Penrith (New South Wale)",,,No,No,No,,,Km2,,,,1978,3,,1978,3,,6,,,,,,,,,17258,82989,20.79554994,,,2003-07-01,2023-09-25
1978-0199-AUS,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,Eastern parts of Victoria,,,No,No,No,,,Km2,,,,1978,5,,1978,5,,1,,,,,,,,,3452,16600,20.79554994,,,2003-07-01,2023-09-25
1978-9200-AUS,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AUS,Australia,Australia and New Zealand,Oceania,"Southern Queensland, New South Wales, Victoria, Northeast Tasmania",,,No,No,No,,,Km2,,,,1978,,,1978,,,,,,,,,,,,,,20.79554994,,,2006-02-13,2025-03-12
1979-0242-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hazel,AUS,Australia,Australia and New Zealand,Oceania,Western Australia,,,No,No,No,,,Kph,,,,1979,3,,1979,3,,15,,,,,,,,,31286,135227,23.13598094,,,2003-07-01,2023-09-25
1981-0184-AUS,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,Queensland,,,No,No,No,,,Km2,,,,1981,1,,1981,1,,2,,,,,,,,,11279,38912,28.98572483,,,2003-07-01,2023-09-25
1981-9188-AUS,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AUS,Australia,Australia and New Zealand,Oceania,"Queensland, New South Wales, Victoria States",,,No,No,No,,,Km2,,,,1981,,,1982,,,,,80000,,80000,,,,,6000000,20699845,28.98572483,,,2006-02-13,2025-03-12
1982-0255-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dominic,AUS,Australia,Australia and New Zealand,Oceania,North Queensland,,,No,No,No,,,Kph,,,,1982,4,,1982,4,,1,,,,,,,,,6864,22313,30.76296178,,,2003-07-01,2023-09-25
1982-0264-AUS,Yes,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,AUS,Australia,Australia and New Zealand,Oceania,"Victoria, Melbourne",,,No,No,No,,139,Kph,,,,1982,11,15,1982,11,15,,,,,,,,,,12454,40484,30.76296178,,,2003-07-01,2023-09-25
1982-0266-AUS,Yes,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,AUS,Australia,Australia and New Zealand,Oceania,Southern Queensland,,,No,No,No,,,Kph,,,,1982,12,15,1982,12,15,,,,,,,,,,11767,38251,30.76296178,,,2003-07-01,2023-09-25
1983-0045-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"South Australia, Victoria",,,Yes,No,No,,,Km2,,,,1983,2,16,1983,2,16,75,,,11000,11000,,,,,400000,1259795,31.75119967,,,2003-07-01,2023-09-25
1984-0109-AUS,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,Sydney area,,,No,No,No,,,Km2,,,,1984,11,9,1984,11,9,36,,,,,,,,,3000,9059,33.11667587,,,2003-07-01,2023-09-25
1985-0004-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,Southeastern,,,No,No,No,,,Km2,,,,1985,1,,1985,1,,5,100,,,100,,,,,15000,43743,34.2908695,,,2003-07-01,2023-09-25
1985-0023-AUS,Yes,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,AUS,Australia,Australia and New Zealand,Oceania,"Brisbane, Queensland",,,No,No,No,,,Kph,,,,1985,1,18,1985,1,18,27,,,,,,,68400,199470,122000,355780,34.2908695,,,2010-07-29,2023-09-25
1985-0331-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,New South Wales,,,No,No,No,,,Km2,,,,1985,2,,1985,2,,6,,,,,,,,,18169,52985,34.2908695,,,2003-07-01,2023-09-25
1986-0029-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Winifred,AUS,Australia,Australia and New Zealand,Oceania,North Queensland,,,No,No,No,,,Kph,,,,1986,2,,1986,2,,3,12,,1000,1012,,,,,70000,200334,34.94173347,,,2003-07-01,2023-09-25
1986-0121-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Sydney, New South Wales",,,No,No,No,,,Kph,,,,1986,10,3,1986,10,3,,,,,,,,11200,32053,51000,145957,34.94173347,,,2003-07-01,2023-09-25
1986-0216-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Sydney, New South Wales",,,No,No,No,,,Kph,,,,1986,8,,1986,8,,4,,,,,,,,,68055,194767,34.94173347,,,2003-07-01,2023-09-25
1986-0231-AUS,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Central, South",,,No,No,No,,,Km2,,,,1986,8,3,1986,8,3,8,,,,,,,,,64200,183734,34.94173347,,,2003-07-01,2023-09-25
1988-0658-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Charlie,AUS,Australia,Australia and New Zealand,Oceania,Queensland,,,No,No,No,,,Kph,,,,1988,3,,1988,3,,1,,,,,,,,,20417,54158,37.69923694,,,2003-07-01,2023-09-25
1988-0659-AUS,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,Alice Springs,,,No,No,No,,,Km2,,,,1988,3,,1988,3,,6,,,,,,,,,,,37.69923694,,,2003-07-01,2023-09-25
1988-0685-AUS,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,,,,No,No,No,,,Km2,,,,1988,,,1988,,,10,,,,,,,,,,,37.69923694,,,2003-07-01,2023-09-25
1989-0396-AUS,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"South Queensland, North New South Wales",,,No,No,No,,,Km2,,,,1989,4,,1989,4,,9,,,,,,,,,,,39.51898281,,,2003-07-01,2023-09-25
1989-0398-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Aivu,AUS,Australia,Australia and New Zealand,Oceania,"South New Gales, Queensland",,,No,No,No,,250,Kph,,,,1989,3,31,1989,4,5,10,,,,,,,94300,238620,94300,238620,39.51898281,,,2003-07-01,2023-09-25
1989-0399-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Orson,AUS,Australia,Australia and New Zealand,Oceania,,,,No,No,No,,250,Kph,,,,1989,4,17,1989,4,24,2,,,,,,,,,13611,34442,39.51898281,,,2003-07-01,2023-09-25
1990-0087-AUS,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,From South Queensland to Central New South Wales,Heavy rain,,No,No,No,,,Km2,,,"Warrego River, Bogan River",1990,4,18,1990,4,24,6,,6000,,6000,,,,,195500,469363,41.65219605,,,2005-11-28,2023-09-25
1990-0269-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"South New South Wales, North Victoria",,,No,No,No,,500,Km2,,,,1990,1,3,1990,1,3,,,,,,,,,,,,41.65219605,,,2003-07-01,2023-09-25
1990-0422-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Joy,AUS,Australia,Australia and New Zealand,Oceania,Queensland,,,No,No,No,,,Kph,,,,1990,12,25,1990,12,25,,,,,,,,,,155600,373570,41.65219605,,,2003-07-01,2023-09-25
1990-0724-AUS,Yes,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Queensland Coast, Rockhampton",Extra-tropical cyclone,,No,No,Yes,,96490,Km2,,,Fitzroy,1990,12,25,1991,1,16,6,,800,,800,,,,,80000,192067,41.65219605,,,2006-07-18,2024-08-29
1991-0140-AUS,Yes,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,AUS,Australia,Australia and New Zealand,Oceania,"Sydney, New South Wales",,,No,No,No,,,Kph,,,,1991,1,,1991,1,,,,,,,,,43000,99041,,,43.41615747,,,2003-07-01,2023-09-25
1991-0699-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,,,,No,No,No,,,Kph,,,,1991,11,8,1991,11,8,,,390,18,408,,,,,1560,3593,43.41615747,,,2003-07-01,2023-09-25
1991-9697-AUS,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AUS,Australia,Australia and New Zealand,Oceania,"Western, South",,,No,No,No,,,Km2,,,,1991,,,1991,,,,,,,,,,,,473000,1089456,43.41615747,,,2006-02-13,2025-03-14
1992-0178-AUS,Yes,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,AUS,Australia,Australia and New Zealand,Oceania,Sydney region,,,No,No,No,,,Kph,,,,1992,2,12,1992,2,12,,,,,,,,48100,107531,103100,230488,44.73115338,,,2003-07-01,2023-09-25
1992-0380-AUS,Yes,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,AUS,Australia,Australia and New Zealand,Oceania,Victoria,,,No,No,No,,,Kph,,,,1992,12,18,1992,12,18,2,,120,,120,,,,,274900,614561,44.73115338,,,2003-07-01,2023-09-25
1992-9543-AUS,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AUS,Australia,Australia and New Zealand,Oceania,Queensland,,,No,No,Yes,,,Km2,,,,1992,12,,1995,12,,,,7000000,,7000000,,,,,1500000,3353368,44.73115338,,,2012-10-12,2025-03-14
1993-0214-AUS,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,Victoria and New South Wales states,Brief torrential rain,,No,No,No,,4160,Km2,,,,1993,10,3,1993,10,15,1,30,15000,5500,20530,,,,,4600,9989,46.05146103,,,2005-11-18,2023-09-25
1993-0515-AUS,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUS,Australia,Australia and New Zealand,Oceania,South-east Australia,,,No,No,No,,,°C,,,,1993,2,,1993,2,,17,500,3000000,,3000500,,,,,,,46.05146103,,,2003-07-01,2023-09-25
1993-0516-AUS,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,AUS,Australia,Australia and New Zealand,Oceania,Manduarh,,,No,No,No,,,Kph,,,,1993,9,,1993,9,,,20,10000,25,10045,,,,,,,46.05146103,,,2003-07-01,2023-09-25
1993-0517-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Melbourne, Shepparton",,,No,No,No,,,Kph,,,,1993,12,,1993,12,,,5,2000,20,2025,,,,,,,46.05146103,,,2003-07-01,2023-09-25
1994-0001-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,Nouvelle Galle du Sud,,,No,No,No,,8000,Km2,,,,1994,1,6,1994,1,6,4,120,25000,900,26020,,,,,150000,317445,47.25222839,,,2003-07-01,2023-09-25
1994-0127-AUS,Yes,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,AUS,Australia,Australia and New Zealand,Oceania,"Narrogin, Albany, Katanning, Geraldton, Dongara, Moora Perth",,,No,No,No,,140,Kph,,,,1994,5,25,1994,5,25,2,20,240000,200,240220,,,,,77600,164225,47.25222839,,,2010-03-25,2023-09-25
1994-0210-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,New South Wales & Queenland,,,No,No,No,,,Km2,,,,1994,9,20,1994,9,20,,41,20000,100,20141,,,,,,,47.25222839,,,2003-07-01,2023-09-25
1994-0310-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane,AUS,Australia,Australia and New Zealand,Oceania,,,,No,No,No,,,Kph,,,,1994,1,19,1994,1,19,22,,,,,,,,,,,47.25222839,,,2003-07-01,2023-09-25
1994-0555-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Victoria, South Wales",,,No,No,No,,150,Kph,,,,1994,11,7,1994,11,7,1,54,2500000,50,2500104,,,,,,,47.25222839,,,2003-07-01,2023-09-25
1994-0641-AUS,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUS,Australia,Australia and New Zealand,Oceania,Townsville,,,No,No,No,,,°C,,,,1994,1,,1994,1,,5,150,100000,,100150,,,,,,,47.25222839,,,2003-07-01,2023-09-25
1994-0644-AUS,Yes,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,AUS,Australia,Australia and New Zealand,Oceania,Sydney,,,No,No,No,,,Kph,,,,1994,11,,1994,11,,2,20,120000,70,120090,,,,,,,47.25222839,,,2003-07-01,2023-09-25
1994-0645-AUS,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUS,Australia,Australia and New Zealand,Oceania,Southern NSW,,,No,No,No,,44,°C,,,,1994,12,,1994,12,,,34,1000000,,1000034,,,,,,,47.25222839,,,2003-07-01,2023-09-25
1995-0440-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Bobby,AUS,Australia,Australia and New Zealand,Oceania,Onslow,,,No,No,No,,104,Kph,,,,1995,2,,1995,2,,7,15,7000,30,7045,,,,,98000,201738,48.57784776,,,2003-07-01,2023-09-25
1995-0441-AUS,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,AUS,Australia,Australia and New Zealand,Oceania,"Merimbula, Pambula",,,No,No,No,,150,Kph,,,,1995,4,,1995,4,,,34,4500,120,4654,,,,,18700,38495,48.57784776,,,2003-07-01,2023-09-25
1995-0443-AUS,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUS,Australia,Australia and New Zealand,Oceania,Western Sydney,,,No,No,No,,,°C,,,,1995,11,,1995,11,,1,100,500000,,500100,,,,,,,48.57784776,,,2003-07-01,2023-09-25
1995-0444-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"South East & Brisbane, Granite Belt Region",,,No,No,No,,100,Kph,,,,1995,12,,1995,12,,1,15,400000,30,400045,,,,,84000,172918,48.57784776,,,2003-07-01,2023-09-25
1995-0445-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Maitland, Metford, Thornton, Tarree (Hunter Valley & Mid-North Coast)",,,No,No,No,,,Kph,,,,1995,12,,1995,12,,,5,20000,20,20025,,,,,28000,57639,48.57784776,,,2003-07-01,2023-09-25
1996-0195-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,Sydney,,,No,No,No,,120,Kph,,,,1996,8,31,1996,8,31,6,20,450000,200,450220,,,,,47000,93997,50.00176806,,,2003-07-01,2023-09-25
1996-0225-AUS,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,AUS,Australia,Australia and New Zealand,Oceania,Gracetown,,,No,No,No,,,,,,,1996,9,27,1996,9,27,9,1,100,,101,,,,,,,50.00176806,,,2003-07-01,2023-09-25
1996-0272-AUS,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,Coffs Harbour,,,No,No,No,,,Km2,,,,1996,11,25,1996,11,25,1,6,2700,400,3106,,,,,131000,261991,50.00176806,,,2003-07-01,2023-09-25
1996-0316-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Dubbo, Young, Bathurst & Southern Sydney",,,No,No,No,,100,Kph,,,,1996,2,,1996,2,,,21,60000,50,60071,,,,,9333,18665,50.00176806,,,2003-07-01,2023-09-25
1996-0317-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,Sydney,,,No,No,No,,100,Kph,,,,1996,2,,1996,2,,,4,70000,10,70014,,,,,39200,78397,50.00176806,,,2003-07-01,2023-09-25
1996-0318-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Olivia,AUS,Australia,Australia and New Zealand,Oceania,,,,No,No,No,,222,Kph,,,,1996,4,,1996,4,,,10,1500,250,1760,,,,,46700,93397,50.00176806,,,2003-07-01,2023-09-25
1996-0320-AUS,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Brisbane (South Queensland), Grafton (Northern New South Wales)",Heavy rains,,No,No,No,,330400,Km2,,,,1996,5,2,1996,5,9,4,20,10000,100,10120,,,,,205300,410585,50.00176806,,,2006-07-11,2023-09-25
1996-0321-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,Armidale,,,No,No,No,,160,Kph,,,,1996,9,29,1996,9,29,,10,25000,120,25130,,,,,317300,634578,50.00176806,,,2005-12-02,2023-09-25
1996-0322-AUS,Yes,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,AUS,Australia,Australia and New Zealand,Oceania,Singleton district,,,No,No,No,,,Kph,,,,1996,12,,1996,12,,1,11,15000,600,15611,,,,,140000,279990,50.00176806,,,2003-07-01,2023-09-25
1997-0015-AUS,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,Queensland State,,,No,No,No,,,Km2,,,,1997,2,4,1997,2,4,,,400,,400,,,,,,,51.17064996,,,2003-07-01,2023-09-25
1997-0153-AUS,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,AUS,Australia,Australia and New Zealand,Oceania,Thredbo,,,No,No,No,,,,,,,1997,7,31,1997,7,31,19,,,,,,,,,,,51.17064996,,,2003-07-01,2023-09-25
1997-0246-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,North West,,,No,No,No,,1000,Km2,,,,1997,10,7,1997,10,7,,,,,,,,,,,,51.17064996,,,2003-07-01,2023-09-25
1997-0285-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"From Tare To Bega, Coonabaraban",,,No,No,No,,2500,Km2,,,,1997,11,28,1997,11,28,2,,,,,,,,,6700,13093,51.17064996,,,2003-07-01,2023-09-25
1998-0011-AUS,Yes,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,AUS,Australia,Australia and New Zealand,Oceania,Towsville Area,Tropical cyclone,,No,No,No,,,Km2,,,,1998,1,1,1998,2,1,2,,200,,200,,,42900,82556,61300,117964,51.9649683,,,2005-12-02,2023-09-25
1998-0022-AUS,Yes,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,AUS,Australia,Australia and New Zealand,Oceania,Katherine,Tropical cyclone,,No,No,No,,,Km2,,,,1998,1,25,1998,1,28,2,,1175,,1175,,,42900,82556,100000,192437,51.9649683,,,2005-12-02,2023-09-25
1998-0059-AUS,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Queensland, Burketown",,,No,No,No,,100000,Km2,,,,1998,3,5,1998,3,5,,,7000,,7000,,,,,,,51.9649683,,,2003-07-01,2023-09-25
