DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2010-0624-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Benalla, Buloke, Campaspe, Gannawarra, Greater Shepparton, Hindmarsh, Indigo, Loddon, Mildura, Moira, Swan Hill, Towong, Wangaratta, Wodonga, Yarriambiack districts (North Central Victoria province), Queensland, New South Wales provinces",Heavy rain,,No,No,No,,832001,Km2,-29.83,147.38,,2010,11,27,2010,12,6,,,1000,,1000,,,,,,,69.51329329,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""},{""adm2_code"":5363,""adm2_name"":""Buloke (S)""},{""adm2_code"":5364,""adm2_name"":""Campaspe (S)""},{""adm2_code"":5374,""adm2_name"":""Gannawarra (S)""},{""adm2_code"":5381,""adm2_name"":""Greater Shepparton (C)""},{""adm2_code"":5383,""adm2_name"":""Hindmarsh (S)""},{""adm2_code"":5387,""adm2_name"":""Indigo (S)""},{""adm2_code"":5391,""adm2_name"":""Loddon (S)""},{""adm2_code"":5398,""adm2_name"":""Mildura (RC)""},{""adm2_code"":5400,""adm2_name"":""Moira (S)""},{""adm2_code"":5419,""adm2_name"":""Swan Hill (RC)""},{""adm2_code"":5420,""adm2_name"":""Towong (S)""},{""adm2_code"":5422,""adm2_name"":""Wangaratta (RC)""},{""adm2_code"":5428,""adm2_name"":""Wodonga (RC)""},{""adm2_code"":5432,""adm2_name"":""Yarriambiack (S)""},{""adm2_code"":154646,""adm2_name"":""Benalla (RC)""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""},{""gid_2"":""AUS.10.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Buloke""},{""gid_2"":""AUS.10.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Campaspe""},{""gid_2"":""AUS.10.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gannawarra""},{""gid_2"":""AUS.10.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Greater Shepparton""},{""gid_2"":""AUS.10.30_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hindmarsh""},{""gid_2"":""AUS.10.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Indigo""},{""gid_2"":""AUS.10.38_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Loddon""},{""gid_2"":""AUS.10.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mildura""},{""gid_2"":""AUS.10.48_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Moira""},{""gid_2"":""AUS.10.67_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Swan Hill""},{""gid_2"":""AUS.10.68_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Towong""},{""gid_2"":""AUS.10.70_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wangaratta""},{""gid_2"":""AUS.10.76_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wodonga""},{""gid_2"":""AUS.10.80_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Yarriambiack""},{""gid_2"":""AUS.10.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Benalla""}]",2011-01-05,2025-12-20
2011-0070-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2011-000015,"Tropical Cyclone ""Yasi""",AUS,Australia,Australia and New Zealand,Oceania,"Cassowary, Innisfail, Silkwood, Mission Beach, Cardwell, Tully towns (Cassowary Coast district, Queensland province), Townsville town (Townsville district, Queensland province), Ingham town (Hinchinbrook district, Queensland province)",,Flood,No,No,No,,290,Kph,,,,2011,2,2,2011,2,5,1,,7300,,7300,,,1300000,1812915,2500000,3486375,71.70772361,"[{""adm2_code"":154659,""adm2_name"":""Cassowary Coast (R)""},{""adm2_code"":154670,""adm2_name"":""Hinchinbrook (S)""},{""adm2_code"":154698,""adm2_name"":""Townsville (C)""}]","[{""gid_2"":""AUS.7.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cassowary Coast""},{""gid_2"":""AUS.7.31_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hinchinbrook""},{""gid_2"":""AUS.7.67_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Townsville""}]",2012-03-29,2025-12-20
2012-0037-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales province (Bellingen, Byron, Kyogle, Lismore, Richmond Valley, Clarence Valley, Coffs Harbour, Inverell, Nambucca, Kempsey, Tweed, Tenterfield, Greater Taree, Moree Plains, Narrabri (Wee Waa town), Gunnedah, Gwydir (Bingara, Gravesend, Yallaroi towns), Brewarrina (Goodooga town), Walgett (Collarenebri, Lightning Ridge, Cumborah towns), Bourke districts), Queensland province (Balonne (St. George, Dirranbandi, Roma towns), Paroo (Cunnamulla town), Maranoa (Mitchell town (Booringa area)), Murweh (Charleville town) districts),",Heavy rains,,No,No,No,,,Km2,,,"Balonne, Bulloo, Condamine, Cooper, Culgoa, Macintyre, Maranoa, Moonie, Namoi, Paroo, Warwick",2012,2,24,2012,3,16,2,,3000,,3000,,,137000,187180,363000,495959,73.19159161,"[{""adm2_code"":4953,""adm2_name"":""Bellingen (A)""},{""adm2_code"":4964,""adm2_name"":""Bourke (A)""},{""adm2_code"":4965,""adm2_name"":""Brewarrina (A)""},{""adm2_code"":4968,""adm2_name"":""Byron (A)""},{""adm2_code"":5009,""adm2_name"":""Greater Taree (C)""},{""adm2_code"":5025,""adm2_name"":""Inverell (A)""},{""adm2_code"":5028,""adm2_name"":""Kempsey (A)""},{""adm2_code"":5032,""adm2_name"":""Kyogle (A)""},{""adm2_code"":5038,""adm2_name"":""Lismore (C)""},{""adm2_code"":5047,""adm2_name"":""Moree Plains (A)""},{""adm2_code"":5055,""adm2_name"":""Nambucca (A)""},{""adm2_code"":5056,""adm2_name"":""Narrabri (A)""},{""adm2_code"":5091,""adm2_name"":""Tenterfield (A)""},{""adm2_code"":5094,""adm2_name"":""Tweed (A)""},{""adm2_code"":5102,""adm2_name"":""Walgett (A)""},{""adm2_code"":154617,""adm2_name"":""Clarence Valley (A)""},{""adm2_code"":154620,""adm2_name"":""Coffs Harbour (C)""},{""adm2_code"":154627,""adm2_name"":""Gunnedah (A)""},{""adm2_code"":154628,""adm2_name"":""Gwydir (A)""},{""adm2_code"":154636,""adm2_name"":""Richmond Valley (A)""},{""adm2_code"":5133,""adm2_name"":""Balonne (S)""},{""adm2_code"":5221,""adm2_name"":""Murweh (S)""},{""adm2_code"":5225,""adm2_name"":""Paroo (S)""},{""adm2_code"":154681,""adm2_name"":""Maranoa (R)""}]","[{""gid_2"":""AUS.5.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bellingen""},{""gid_2"":""AUS.5.113_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Richmond Valley""},{""gid_2"":""AUS.5.125_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tenterfield""},{""gid_2"":""AUS.5.129_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tweed""},{""gid_2"":""AUS.5.138_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Walgett""},{""gid_2"":""AUS.5.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bourke""},{""gid_2"":""AUS.5.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Brewarrina""},{""gid_2"":""AUS.5.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Byron""},{""gid_2"":""AUS.5.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Clarence Valley""},{""gid_2"":""AUS.5.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Coffs Harbour""},{""gid_2"":""AUS.5.56_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Greater Taree""},{""gid_2"":""AUS.5.59_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gunnedah""},{""gid_2"":""AUS.5.61_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gwydir""},{""gid_2"":""AUS.5.69_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Inverell""},{""gid_2"":""AUS.5.72_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kempsey""},{""gid_2"":""AUS.5.76_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kyogle""},{""gid_2"":""AUS.5.82_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lismore""},{""gid_2"":""AUS.5.91_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Moree Plains""},{""gid_2"":""AUS.5.96_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nambucca""},{""gid_2"":""AUS.5.97_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Narrabri""},{""gid_2"":""AUS.7.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Balonne""},{""gid_2"":""AUS.7.42_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Maranoa""},{""gid_2"":""AUS.7.47_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Murweh""},{""gid_2"":""AUS.7.52_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Paroo""}]",2013-03-27,2025-12-20
2014-0062-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"Mickleham, Craigieburn cities (Hume district, Victoria province), Whittlesea (S), Nillumbik (S) districts (Melbourne north outskirts, Victoria province), Wallan, Kilmore, Beveridge cities (Mitchell (S) district, Victoria province), Warrandyte city (Manningham (C) district, Victoria province), Wunghnu city (Moira (S) district, Victoria province), Glenaladale, Walpa cities (East Gippsland (S) district, Victoria province), Yarram city (Wellington district, Victoria province), Morwell city (Latrobe district, Victoria province), Gisborne (Macedon Ranges district, Victoria province)","Dry and warm winds, high temperature",Industrial accidents|Pollution,No,No,No,,,Km2,,,,2014,2,7,2014,2,28,,20,,102,122,,,,,100000,132506,75.46845568,"[{""adm2_code"":5372,""adm2_name"":""East Gippsland (S)""},{""adm2_code"":5386,""adm2_name"":""Hume (C)""},{""adm2_code"":5390,""adm2_name"":""Latrobe (C)""},{""adm2_code"":5392,""adm2_name"":""Macedon Ranges (S)""},{""adm2_code"":5393,""adm2_name"":""Manningham (C)""},{""adm2_code"":5399,""adm2_name"":""Mitchell (S)""},{""adm2_code"":5400,""adm2_name"":""Moira (S)""},{""adm2_code"":5409,""adm2_name"":""Nillumbik (S)""},{""adm2_code"":5424,""adm2_name"":""Wellington (S)""},{""adm2_code"":5427,""adm2_name"":""Whittlesea (C)""}]","[{""gid_2"":""AUS.10.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""East Gippsland""},{""gid_2"":""AUS.10.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hume""},{""gid_2"":""AUS.10.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Latrobe""},{""gid_2"":""AUS.10.39_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Macedon Ranges""},{""gid_2"":""AUS.10.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Manningham""},{""gid_2"":""AUS.10.47_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mitchell""},{""gid_2"":""AUS.10.48_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Moira""},{""gid_2"":""AUS.10.57_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nillumbik""},{""gid_2"":""AUS.10.72_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wellington""},{""gid_2"":""AUS.10.75_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Whittlesea""}]",2014-02-10,2025-12-20
2014-0475-AUS,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,AUS,Australia,Australia and New Zealand,Oceania,Brisbane district (Queensland province),,,No,No,No,,,Kph,,,,2014,11,22,2014,11,30,,12,52527,,52539,,,852000,1128949,1000000,1325057,75.46845568,"[{""adm2_code"":154654,""adm2_name"":""Brisbane (C)""}]","[{""gid_2"":""AUS.7.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Brisbane""}]",2014-12-12,2025-12-20
2015-0079-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,DFO:4226,Cyclone 'Marcia',AUS,Australia,Australia and New Zealand,Oceania,"Queensland, New South Wales provinces",,,No,No,Yes,,210,Kph,,,,2015,2,22,2015,2,24,1,,,6000,6000,,,396000,524101,546000,722624,75.55797677,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2015-03-11,2025-12-20
2015-0135-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Olwyn',AUS,Australia,Australia and New Zealand,Oceania,"Carnarvon, Ashburton, Upper Gascoyne, Geraldton-Greenough, Irwin districts (Western Australia province)",,,No,No,No,,160,Kph,,,,2015,3,12,2015,3,15,,,600,,600,,,49000,64851,57000,75439,75.55797677,"[{""adm2_code"":5435,""adm2_name"":""Ashburton (S)""},{""adm2_code"":5454,""adm2_name"":""Carnarvon (S)""},{""adm2_code"":5490,""adm2_name"":""Irwin (S)""},{""adm2_code"":5553,""adm2_name"":""Upper Gascoyne (S)""},{""adm2_code"":154709,""adm2_name"":""Geraldton-Greenough (C)""}]","[{""gid_2"":""AUS.11.121_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Upper Gascoyne""},{""gid_2"":""AUS.11.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Carnarvon""},{""gid_2"":""AUS.11.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ashburton""},{""gid_2"":""AUS.11.50_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Geraldton-Greenough""},{""gid_2"":""AUS.11.57_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Irwin""}]",2015-04-09,2025-12-20
2015-0576-AUS,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Queensland, New South Wales provinces",,,No,No,No,,,Km2,,,,2015,4,30,2015,5,3,6,,,,,,,,,400000,529395,75.55797677,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2016-01-22,2025-12-20
2016-0201-AUS,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales, Queensland, Tasmania provinces",,Flood,No,No,No,,115,Kph,,,,2016,6,4,2016,6,5,5,,,,,,,310000,405169,500000,653499,76.5112162,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""},{""adm1_code"":475,""adm1_name"":""Tasmania""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""},{""gid_1"":""AUS.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tasmania""}]",2016-06-29,2025-12-20
2010-0102-AUS,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,AUS,Australia,Australia and New Zealand,Oceania,"Victoria, New South Wales, Tasmania provinces",,Flood|Hail,No,No,No,,100,Kph,,,,2010,3,6,2010,3,10,,,,,,,,950000,1366645,1330000,1913303,69.51329329,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":475,""adm1_name"":""Tasmania""},{""adm1_code"":476,""adm1_name"":""Victoria""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tasmania""}]",2011-03-16,2025-12-20
2010-0656-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000259,,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales, Queensland, Victoria provinces","Cyclone Tasha, La Nina",,No,No,Yes,1100,911256,Km2,-24.77,147.63,"Fitzroy, Burnet, Condamine, Balone, Dawson, Mackenzie, Nogoa, Weir rivers",2010,12,25,2011,2,4,35,,175000,,175000,,,2500000,3596434,7300000,10501588,69.51329329,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""},{""adm1_code"":476,""adm1_name"":""Victoria""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2012-01-09,2025-12-20
2013-0008-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2013-000014,Ex-Tropical cyclone Oswald,AUS,Australia,Australia and New Zealand,Oceania,"Brisbane, Ipswich, Bundaberg, Rockhampton districts (Queensland province), New South Wales province",,Flood,No,No,No,,,Kph,,,,2013,1,23,2013,1,30,6,,7500,,7500,,,1000000,1346552,2000000,2693105,74.26372907,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm2_code"":154654,""adm2_name"":""Brisbane (C)""},{""adm2_code"":154655,""adm2_name"":""Bundaberg (R)""},{""adm2_code"":154672,""adm2_name"":""Ipswich (C)""},{""adm2_code"":154688,""adm2_name"":""Rockhampton (R)""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_2"":""AUS.7.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bundaberg""},{""gid_2"":""AUS.7.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ipswich""},{""gid_2"":""AUS.7.57_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rockhampton""},{""gid_2"":""AUS.7.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Brisbane""}]",2014-03-19,2025-12-20
2013-0024-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"Dunnaley, Boomer Bay cities (Sorell (M) district, Tasmania province), Sommers Bay (Tasman district, Tasmania province), Bicheno city (Glamorgan/Spring Bay (M) district, Tasmania province); New South Wales, Victoria","Heat wave, dry conditions and gusty winds",,No,No,Yes,,,Km2,,,,2013,1,1,2013,1,17,1,,450,,450,,,80000,107724,98000,131962,74.26372907,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":476,""adm1_name"":""Victoria""},{""adm2_code"":5337,""adm2_name"":""Glamorgan/Spring Bay (M)""},{""adm2_code"":5348,""adm2_name"":""Sorell (M)""},{""adm2_code"":5350,""adm2_name"":""Tasman (M)""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_2"":""AUS.9.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Glamorgan/Spring Bay""},{""gid_2"":""AUS.9.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sorell""},{""gid_2"":""AUS.9.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tasman""}]",2014-03-20,2025-12-20
2013-0402-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,Blue Mountains (C) district (New South Wales province),High temperature and violent winds,,No,No,Yes,,,Km2,,,,2013,10,18,2013,10,31,2,,990,,990,,,164000,220835,268000,360876,74.26372907,"[{""adm2_code"":4959,""adm2_name"":""Blue Mountains (C)""}]","[{""gid_2"":""AUS.5.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Blue Mountains""}]",2014-03-20,2025-12-20
2014-0004-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"Kalamunda (S), Mundaring (S) districts (Perth Hills region, Western Australia province)","Extreme heat, dry conditions and gusty winds",,No,No,No,,,Km2,,,,2014,1,13,2014,1,13,2,,,168,168,,,,,25000,33126,75.46845568,"[{""adm2_code"":5493,""adm2_name"":""Kalamunda (S)""},{""adm2_code"":5520,""adm2_name"":""Mundaring (S)""}]","[{""gid_2"":""AUS.11.60_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kalamunda""},{""gid_2"":""AUS.11.87_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mundaring""}]",2014-02-07,2025-12-20
2015-0010-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"Sampson Flat city (Playford (C) district, South Australia province), Kersbrook (Adelaide Hills (DC) district, Mount Lofty Ranges, South Australia province)",,,No,No,No,,,Km2,,,,2015,1,3,2015,1,8,,134,,,134,,,45000,59557,51000,67498,75.55797677,"[{""adm2_code"":5257,""adm2_name"":""Adelaide Hills (DC)""},{""adm2_code"":5299,""adm2_name"":""Playford (C)""}]","[{""gid_2"":""AUS.8.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Adelaide Hills""},{""gid_2"":""AUS.8.45_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Playford""}]",2015-01-13,2025-12-20
2015-0148-AUS,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,DFO:4244,,AUS,Australia,Australia and New Zealand,Oceania,"Dungog, Hunters Hill, Sydney districts (New South Wales province)",,Flood|Surge,No,No,No,,135,Kph,,,,2015,4,20,2015,4,28,7,,1000,,1000,,,730000,966146,1300000,1720533,75.55797677,"[{""adm2_code"":4996,""adm2_name"":""Dungog (A)""},{""adm2_code"":5023,""adm2_name"":""Hunters Hill (A)""},{""adm2_code"":154637,""adm2_name"":""Sydney (C)""}]","[{""gid_2"":""AUS.5.122_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sydney""},{""gid_2"":""AUS.5.45_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Dungog""},{""gid_2"":""AUS.5.67_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hunters Hill""}]",2015-04-28,2025-12-20
2015-0560-AUS,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,AUS,Australia,Australia and New Zealand,Oceania,"Wye River, Separation Creek cities (Colac-Otway (S) district, Victoria province)",,,No,No,No,,,Km2,,,,2015,12,19,2015,12,26,,,,348,348,,,,,100000,132349,75.55797677,"[{""adm2_code"":5368,""adm2_name"":""Colac-Otway (S)""}]","[{""gid_2"":""AUS.10.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Colac-Otway""}]",2016-01-05,2025-12-20
2016-0428-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4399,,AUS,Australia,Australia and New Zealand,Oceania,"Victoria, South Australia provinces",Heay rains,,No,No,No,,634200.41,Km2,-33.277,139.898,,2016,9,10,2016,9,22,1,,280,,280,,,,,25000,32675,76.5112162,"[{""adm1_code"":474,""adm1_name"":""South Australia""},{""adm1_code"":476,""adm1_name"":""Victoria""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""South Australia""}]",2016-11-21,2025-12-20
