Location ID,Location Name,Location Type,State Name,Disaster Name,Disaster AGRN,Payment Type Name,Date of Data,Eligible Claims (No.),Ineligible Claims (No.),Finalised Claims (No.),Cancelled Claims (No.),Withdrawn Claims (No.),Onhand Claims (No.),Incoming Claims (No.),Total Recieved Claims (No.),Applications Received (No.),Dollars Granted ($),Dollars Paid ($)
17850,Walcha,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Concessional Loans,2022-05-18,,,,,,,,,<20,"$140,000.00","$140,000.00"
17850,Walcha,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Primary Producer Grants,2022-05-18,,,,,,,,,74,"$3,606,952.00","$3,606,952.00"
17850,Walcha,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Small Business Grants,2022-04-27,,,,,,,,,<20,"$113,270.00","$113,270.00"
17850,Walcha,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,"Small Business Support grants ($10,000)",2022-04-27,,,,,,,,,59,"$420,000.00","$420,000.00"
17850,Walcha,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Wine Grape Smoke Taint Grants,2022-03-24,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
17900,Walgett,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
17900,Walgett,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
17900,Walgett,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
17900,Walgett,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
17900,Walgett,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,,,
17900,Walgett,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
17900,Walgett,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
17900,Walgett,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,<20,"$25,000.00","$25,000.00"
17900,Walgett,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,23,"$655,000.00","$655,000.00"
17900,Walgett,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,"$23,980.00","$23,980.00"
17900,Walgett,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
17900,Walgett,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-03-22,73,32,105,135,<20,<20,258,258,258,"$282,084.52","$282,084.52"
17900,Walgett,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Payment,2023-07-10,1449,684,2133,645,1034,<20,3812,3812,3812,"$1,695,400.00","$1,697,200.00"
17900,Walgett,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
17900,Walgett,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand disaster recovery allowance,2023-01-25,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
17900,Walgett,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand Disaster recovery payment,2023-04-14,<20,<20,<20,<20,33,<20,52,52,52,"<$20,000.00","<$20,000.00"
17900,Walgett,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
17900,Walgett,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
17900,Walgett,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
17900,Walgett,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
17900,Walgett,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,54,"$2,286,673.00","$2,286,673.00"
17900,Walgett,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,"$36,669.00","$36,669.00"
17900,Walgett,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Allowance,2021-05-21,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
17900,Walgett,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2021-10-19,1454,105,1559,,,,,,1559,"$1,727,600.00","$1,727,600.00"
17900,Walgett,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand Disaster recovery payment,2021-08-18,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
17950,Warren,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
17950,Warren,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
17950,Warren,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
17950,Warren,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
17950,Warren,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,,,
17950,Warren,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
17950,Warren,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Allowance,2023-02-23,<20,<20,27,23,<20,<20,66,66,66,"$44,909.44","$44,909.44"
17950,Warren,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Payment,2023-03-24,354,298,652,93,216,<20,961,961,961,"$419,400.00","$419,400.00"
17950,Warren,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
17950,Warren,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,<20,"$50,000.00","$50,000.00"
17950,Warren,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,New Zealand Disaster recovery payment,2022-11-04,<20,<20,<20,<20,<20,<20,27,27,27,"<$20,000.00","<$20,000.00"
17950,Warren,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,84,"$3,396,380.00","$3,396,380.00"
17950,Warren,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
17950,Warren,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
17950,Warren,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-01-25,<20,<20,29,45,<20,<20,78,78,78,"$62,778.75","$62,778.75"
17950,Warren,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
17950,Warren,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,20,"<$20,000.00","<$20,000.00"
17950,Warren,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,"$25,000.00","$25,000.00"
17950,Warren,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
17950,Warren,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
17950,Warren,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,"$994,488.00","$994,488.00"
17950,Warren,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18020,Warrumbungle,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-02-09,<20,<20,<20,<20,<20,<20,<20,<20,<20,"$22,834.25","$22,834.25"
18020,Warrumbungle,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18020,Warrumbungle,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18020,Warrumbungle,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18020,Warrumbungle,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18050,Waverley,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2022-11-25,<20,31,38,33,22,<20,93,93,93,"$28,492.12","$32,325.69"
18050,Waverley,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2023-03-07,353,1060,1413,339,325,<20,2077,2077,2077,"$376,800.00","$375,800.00"
18050,Waverley,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,"<$20,000.00","<$20,000.00"
18050,Waverley,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2022-11-08,<20,32,38,<20,21,<20,73,73,73,"<$20,000.00","<$20,000.00"
18050,Waverley,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18050,Waverley,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,42,"$121,666.00","$121,666.00"
18050,Waverley,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
18050,Waverley,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18050,Waverley,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18050,Waverley,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18050,Waverley,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18100,Weddin,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
18100,Weddin,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
18100,Weddin,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
18100,Weddin,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
18100,Weddin,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18100,Weddin,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,<20,"$130,000.00","$130,000.00"
18100,Weddin,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
18100,Weddin,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
18100,Weddin,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
18100,Weddin,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
18100,Weddin,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
18100,Weddin,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-06-13,<20,<20,<20,31,<20,<20,49,49,49,"$41,933.74","$41,933.74"
18100,Weddin,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Payment,2023-06-08,38,33,71,<20,<20,<20,104,104,104,"$42,000.00","$42,000.00"
18100,Weddin,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
18100,Weddin,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,38,"$525,000.00","$525,000.00"
18100,Weddin,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18100,Weddin,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18100,Weddin,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18100,Weddin,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18100,Weddin,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18200,Wentworth,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-07-14,<20,<20,<20,40,<20,<20,57,57,57,"$35,962.98","$35,962.98"
18200,Wentworth,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Payment,2023-08-25,263,260,523,129,219,<20,871,871,871,"$322,200.00","$322,200.00"
18200,Wentworth,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand Disaster recovery payment,2023-03-19,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
18200,Wentworth,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18200,Wentworth,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
18200,Wentworth,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18200,Wentworth,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18200,Wentworth,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18200,Wentworth,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18250,Willoughby,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,20,"$91,447.00","$91,447.00"
18250,Willoughby,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
18250,Willoughby,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18250,Willoughby,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18250,Willoughby,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18250,Willoughby,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
18350,Wingecarribee,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,<20,"$130,000.00","$130,000.00"
18350,Wingecarribee,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2023-01-15,111,53,164,218,82,<20,464,464,464,"$428,334.52","$427,691.82"
18350,Wingecarribee,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2024-04-22,5829,2027,7856,1983,840,<20,10679,10679,10679,"$6,706,000.00","$6,695,600.00"
18350,Wingecarribee,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
18350,Wingecarribee,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,<20,"$75,000.00","$75,000.00"
18350,Wingecarribee,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand disaster recovery allowance,2022-06-03,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
18350,Wingecarribee,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2022-11-06,41,28,69,49,48,<20,166,166,166,"$52,000.00","$52,000.00"
18350,Wingecarribee,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,50,"$1,786,264.00","$1,786,264.00"
18350,Wingecarribee,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,167,"$1,023,213.00","$1,023,213.00"
